,title,authors,publisher,published_date,description,ISBN13,categories,google_rating,google_ratings_count,book_cover_url,language
0,Harry Potter and the Half-Blood Prince (Book 6),"['Rowling, J.K.']",Pottermore,2015-01-10,"When Harry Potter and the Half-Blood Prince opens, the war against Voldemort has begun. The Wizarding world has split down the middle, and as the casualties mount, the effects even spill over onto the Muggles. Dumbledore is away from Hogwarts for long periods, and the Order of the Phoenix has suffered grievous losses. And yet, as in all wars, life goes on. Harry, Ron, and Hermione, having passed their O.W.L. level exams, start on their specialist N.E.W.T. courses. Sixth-year students learn to Apparate, losing a few eyebrows in the process. Teenagers flirt and fight and fall in love. Harry becomes captain of the Gryffindor Quidditch team, while Draco Malfoy pursues his own dark ends. And classes are as fascinating and confounding as ever, as Harry receives some extraordinary help in Potions from the mysterious Half-Blood Prince. Most importantly, Dumbledore and Harry work together to uncover the full and complex story of a boy once named Tom Riddle—the boy who became Lord Voldemort. Like Harry, he was the son of one Muggle-born and one Wizarding parent, raised unloved, and a speaker of Parseltongue. But the similarities end there, as the teenaged Riddle became deeply interested in the Dark objects known as Horcruxes: objects in which a wizard can hide part of his soul, if he dares splinter that soul through murder. Harry must use all the tools at his disposal to draw a final secret out of one of Riddle’s teachers, the sly Potions professor Horace Slughorn. Finally Harry and Dumbledore hold the key to the Dark Lord’s weaknesses... until a shocking reversal exposes Dumbledore’s own vulnerabilities, and casts Harry’s—and Hogwarts’s—future in shadow.",9780439785969,['Juvenile Fiction'],4.5,2454,http://books.google.com/books/content?id=9pB5BgAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
1,Harry Potter and the Order of the Phoenix (Book 5),"['Rowling, J.K.']",Pottermore,2015-01-10,"In Harry Potter and the Order of the Phoenix, Lord Voldemort has returned to the Wizarding world, presenting a threat that neither the magical government nor the authorities at Hogwarts can stop. In response to his reappearance, Dumbledore reactivates the Order of the Phoenix, a secret society which works to defeat the Dark Lord's minions and protect his targets—especially Harry Potter. But Harry doesn’t want to be protected. Even as the Ministry of Magic denies his claims, The Daily Prophet discredits him, and even Dumbledore won’t look him in the eye, Harry grows more and more determined to fight his lifelong enemy Voldemort—if only he had the “weapon” the Order is guarding. In the meantime, he visits his godfather at his ghoulish London home, Grimmauld Place, and learns more about Voldemort’s deep reach into Wizarding history and the Wizarding world. Back at Hogwarts, Harry must deal with a Defense Against the Dark Arts teacher with a personality like poisoned honey; a surprising new member of the Gryffindor Quidditch team; the possibility of his first real romance; and the looming nightmare of the Ordinary Wizarding Level exams. He’s haunted by dreams of a heavy door at the end of a silent corridor, and a vision of his father and the young Severus Snape that changes everything he thought he knew about them. Even the joy of working with ""Dumbledore's Army"" -a group of Hogwart's students dedicated to defeating Voldemort- can't dispel the gathering darkness. Soon Harry will discover the true depth and strength of his friends; their boundless loyalty and unbearable sacrifices. His fate depends on them all.",9780439358071,['Juvenile Fiction'],4.0,138,http://books.google.com/books/content?id=HjI0BgAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
2,Harry Potter and the Prisoner of Azkaban (Book 3),"['Rowling, J.K.']",Pottermore,2015-01-10,"For twelve long years, the dread fortress of Azkaban held an infamous prisoner named Sirius Black. Convicted of killing thirteen people with a single curse, he was said to be the heir apparent to the Dark Lord, Voldemort, and might even have assisted in the deaths of James and Lily Potter—Harry Potter’s parents. Now Black has escaped, leaving only two clues as to where he might be headed: Harry Potter's defeat of You-Know-Who was Black's downfall as well. And the Azkaban guards heard him muttering in his sleep, ""He’s at Hogwarts... he’s at Hogwarts."" Of course, Harry already had plenty to worry about. After inflating his nasty aunt and running away on the magical Knight Bus, he finds he’s being pursued by death omens at every turn. He receives two wonderful gifts: a top-of-the-line Firebolt broomstick, and the Marauder’s Map, a magical diagram of Hogwarts made by the mysterious “Moony, Wormtail, Padfoot, and Prongs.” Hermione disappears frequently, burdened down by a seemingly impossible course schedule. And the soulless Dementors have come to guard Hogwarts—supposedly to protect Harry from Sirius Black, but they terrify Harry more than the fugitive ever could. To strengthen himself against them, Harry reaches out to Remus Lupin, the Defense Against the Dark Arts teacher who was once a friend of his father’s. Lupin teaches Harry about the Patronus Charm, a defensive measure well above the level of magic generally mastered by wizards Harry’s age. But even with his broom, his map, his magic, and his loyal friends, Harry isn't safe. Because on top of everything else, there’s a traitor hidden at Hogwarts…",9780439655484,['Juvenile Fiction'],4.5,2122,http://books.google.com/books/content?id=IZN5BgAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
3,Harry Potter,['J. K. Rowling'],Scholastic,2004-09-01,"The first five years of Harry Potter magic are captured in a boxed set which includes The Sorcerer's Stone, The Chamber of Secrets, The Prisoner of Azkaban, The Goblet of Fire, and The Order of the Phoenix. Simultaneous.",9780439682589,['Juvenile Fiction'],4.5,11,http://books.google.com/books/content?id=DAAAAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
4,Unauthorized Harry Potter and the Deathly Hallows News,['W. Frederick Zimmerman'],Nimble Books,2005-04,"Through the magic of print-on-demand technology, this ""nimble"" guide to the work of best-selling author J. K. Rowling provides the latest news about the author and her works, updated whenever there are significant developments. Unlike a conventional book, for which editions are printed in quantity every couple of years, this ""living book"" goes through frequent ""mini-editions"" and is printed fresh whenever customers place an order. Purchasers are entitled to free PDF updates! An entirely new section of analysis with more than 75 new pages will be added shortly after the release of ""Harry Potter and the Half-Blood Prince"" on July 16, 2005.",9780976540601,['Fiction'],3.5,11,http://books.google.com/books/content?id=LH5C9q83T6wC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
5,The Ultimate Hitchhiker's Guide,['Douglas Adams'],Gramercy,2005,"This outrageous volume contains six zany, out-of-this-world adventure stories by this incomparable novelist. From the very first to the very latest-- all best sellers-- includes The Hitchhiker's Guide to the Galaxy; The Restaurant at the End of the Universe; Life, the Universe and Everything, So Long and Thanks for all the Fish; Young Zaphod Plays it Safe; and Mostly Harmless. 768 pages.",9780517226957,['Fiction'],4.5,35,http://books.google.com/books/content?id=joXgAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
6,The Ultimate Hitchhiker's Guide to the Galaxy,['Douglas Adams'],Ballantine Books,2002,"In this collection of novels, Arthur Dent is introduced to the galaxy at large when he is rescued by an alien friend seconds before Earth's destruction, and embarks on a series of amazing adventures with his new companion.",9780345453747,['Fiction'],4.5,99,http://books.google.com/books/content?id=Fu2VnsEW8S0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
7,The Hitchhiker's Guide to the Galaxy,['Douglas Adams'],Harmony,2004-08-01,"A facsimile anniversary edition of the best-seller chronicles the off-beat and occasionally extraterrestrial journeys, notions, and acquaintances of reluctant galactic traveler Arthur Dent.",9781400052929,['Fiction'],4.0,3401,http://books.google.com/books/content?id=YOr4SQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
8,A Short History of Nearly Everything,['Bill Bryson'],Broadway,2004,"The author of A Walk in the Woods traces the Big Bang through the rise of civilization, documenting his work with a host of the world's most advanced scientists and mathematicians to explain why things are the way they are. Reprint. 125,000 first printing.",9780767908184,['Science'],4.0,3479,http://books.google.com/books/content?id=YjAnfhsAQ8wC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
9,Bill Bryson's African Diary,['Bill Bryson'],Broadway,2002,"A travel writer with little background knowledge of Africa recounts his journey to Kenya at the invitation of CARE International, where he visited slums, historic sites, natural wonders, refugee camps, and relief projects.",9780767915069,['Biography & Autobiography'],3.0,18,http://books.google.com/books/content?id=3QiTmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
10,Bryson's Dictionary of Troublesome Words,['Bill Bryson'],Broadway,2004,"A revised and updated edition of a humorous primer on the English language, expanded for an American audience, contains entries on correct and questionable usage, a glossary, and a pronunciation guide. Reprint. 25,000 first printing.",9780767910439,['Language Arts & Disciplines'],4.0,4,http://books.google.com/books/content?id=nRduHUeIzvAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
11,In a Sunburned Country,['Bill Bryson'],Broadway,2001,The author takes readers on a tour of the land Down Under that goes far beyond packaged-tour routes.,9780767903868,['True Crime'],4.0,168,http://books.google.com/books/content?id=7ZELqUsksIwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
12,I'm a Stranger Here Myself,['Bill Bryson'],Broadway,1999,"The author describes his return to America after two decades of living abroad and his disconcerting reunion with his homeland as he discusses motels, tax-return instructions, and hardware stores.",9780767903820,['Biography & Autobiography'],3.5,121,http://books.google.com/books/content?id=xb4wSmJLnhAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
13,The Lost Continent,['Bill Bryson'],Harper Collins,1990-08-03,An unsparing and hilarious account of one man's rediscovery of America and his search for the perfect small town.,9780060920081,['Travel'],3.0,2409,http://books.google.com/books/content?id=3139wFo58H4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
14,Neither Here Nor There:,['Bill Bryson'],Harper Collins,1993-03-01,"Like many of his generation, Bill Bryson backpacked across Europe in the early seventies -- in search of enlightenment, beer, and women. Twenty years later he decided to retrace the journey he undertook in the halcyon days of his youth. The result is Neither Here Nor There, an affectionate and riotously funny pilgrimage from the frozen wastes of Scandinavia to the chaotic tumult of Istanbul, with stops along the way in Europe's most diverting and historic locales. Like many of his generation, Bill Bryson backpacked across Europe in the early seventies--in search of enlightenment, beer, and women. Twenty years later he decided to retrace the journey he undertook in the halcyon days of his youth. The result is Neither Here Nor There, an affectionate and riotously funny pilgrimage from the frozen wastes of Scandinavia to the chaotic tumult of Istanbul, with stops along the way in Europe's most diverting and historic locales.",9780380713806,['Travel'],3.0,2201,http://books.google.com/books/content?id=SCY034COjXkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
15,Notes from a Small Island,['Bill Bryson'],Harper Collins,1997-05-01,"""Suddenly, in the space of a moment, I realized what it was that I loved about Britain-which is to say, all of it."" After nearly two decades spent on British soil, Bill Bryson-bestsellingauthor of The Mother Tongue and Made in America-decided to returnto the United States. (""I had recently read,"" Bryson writes, ""that 3.7 million Americans believed that they had been abducted by aliens at one time or another,so it was clear that my people needed me."") But before departing, he set out ona grand farewell tour of the green and kindly island that had so long been his home. Veering from the ludicrous to the endearing and back again, Notes from a Small Island is a delightfully irreverent jaunt around the unparalleled floating nation that has produced zebra crossings, Shakespeare, Twiggie Winkie's Farm, and places with names like Farleigh Wallop and Titsey. The result is an uproarious social commentary that conveys the true glory of Britain, from the satiric pen of an unapologetic Anglophile. ""Suddenly, in the space of a moment, I realized what it was that I loved about Britain-which is to say, all of it."" After nearly two decades spent on British soil, Bill Bryson-bestselling author of ,i>The Mother Tongue and Made in America-decided to return to the United States. (""I had recently read,"" Bryson writes, ""that 3.7 million Americans believed that they had been abducted by aliens at one time or another, so it was clear that my people needed me."") But before departing, he set out on a grand farewell tour of the green and kindly island that had so long been his home. Veering from the ludicrous to the endearing and back again, Notes from a Small Island is a delightfully irreverent jaunt around the unparalleled floating nation that has produced zebra crossings, Shakespeare, Twiggie Winkie's Farm, and places with names like Farleigh Wallop and Titsey. The result is an uproarious social commentary that conveys the true glory of Britain, from the satiric pen of an unapologetic Anglophile.",9780380727506,['Travel'],3.5,3324,http://books.google.com/books/content?id=rTXB680gLl8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
16,The Mother Tongue,['Bill Bryson'],Harper Collins,1991-09-01,"With dazzling wit and astonishing insight, Bill Bryson--the acclaimed author of The Lost Continent--brilliantly explores the remarkable history, eccentricities, resilience and sheer fun of the English language. From the first descent of the larynx into the throat (why you can talk but your dog can't), to the fine lost art of swearing, Bryson tells the fascinating, often uproarious story of an inadequate, second-rate tongue of peasants that developed into one of the world's largest growth industries.",9780380715435,['Language Arts & Disciplines'],3.0,33,http://books.google.com/books/content?id=QZJPdsV-SyAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
17,The Hobbit / The Lord of the Rings,['John Ronald Reuel Tolkien'],Del Rey,2012-09-25,"Presents a box set including the complete ""Lord of the Rings"" trilogy, as well as its prequel, ""The Hobbit.""",9780345538376,['Fiction'],4.0,7,http://books.google.com/books/content?id=rW9cLwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
18,The Lord of the Rings,['John Ronald Reuel Tolkien'],Houghton Mifflin Harcourt,2004,"An epic depicting the Great War of the Ring, a struggle between good and evil in Middle-Earth, in which the tiny Hobbits play a key role.",9780618517657,['Fiction'],4.5,3255,http://books.google.com/books/content?id=GuLZAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
19,The Lord of the Rings,['John Ronald Reuel Tolkien'],Lord of the Rings (Hardcover),2002,"An epic detailing the Great War of the Ring, a struggle between good and evil in Middle-Earth, in which the tiny Hobbits play a key role.",9780618260584,['Fiction'],4.5,15,http://books.google.com/books/content?id=c-izugEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
20,The Lord of the Rings,['Chris Smith'],Mariner Books,2003-11-05,"Describes in detail, with over one thousand photographs, the battles, armies, and armor used in the War of the Ring based on J.R.R. Tolkien's ""Lord of the Rings"" trilogy, including battle plans and character histories and descriptions.",9780618391004,['Literary Criticism'],4.0,5,http://books.google.com/books/content?id=Wu8x5MNS1rAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
21,The Lord of the Rings Complete Visual Companion,['Jude Fisher'],Mariner Books,2004,"Photographs, screenshots, and images from all three films provide a visual compendium of the film trilogy ""The Lord of the Rings,"" documenting the varied characters and locales as seen through Peter Jackson's vision of Middle-earth.",9780618510825,['Fiction'],5.0,1,http://books.google.com/books/content?id=7_IRAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
22,Hatchet,['Gary Paulsen'],Simon and Schuster,2000-04-01,"After a plane crash, thirteen-year-old Brian spends fifty-four days in the wilderness, learning to survive initially with only the aid of a hatchet given him by his mother, and learning also to survive his parents' divorce.",9780689840920,['Juvenile Fiction'],4.5,26,http://books.google.com/books/content?id=U5EToK39D84C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
23,Guts,['Gary Paulsen'],Delacorte Books for Young Readers,2001,"The author relates incidents in his life and how they inspired parts of his books about the character, Brian Robeson.",9780385326506,"['Authors, American']",4.0,16,http://books.google.com/books/content?id=aTaKNb1spQ8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
24,Changeling,['Delia Sherman'],Viking Childrens Books,2006,"In a parallel New York City, Neef, a changeling, breaks Fairy Law and will end up sacrificed to the Wild Hunt unless she can meet the challenge of the Green Lady of Central Park.",9780670059676,['Juvenile Fiction'],3.5,11,http://books.google.com/books/content?id=0Ng2AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
25,The Changeling Sea,['Patricia A. McKillip'],Puffin,2003,"Infused with the romance of the sea, this compelling fantasy focuses on a young girl, Peri, a prince named Kir, Lyo the magician, and a red sea dragon, and the magical bonds that intertwine them.",9780141312620,['Juvenile Fiction'],4.0,17,http://books.google.com/books/content?id=b-AiAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
26,The Changeling,['Philippa Carr'],Ivy Books,1990-08-28,FICTION-ROMANCE/GOTHIC,9780449146972,['Fiction'],3.5,2,http://books.google.com/books/content?id=5jE316OI8qgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
27,The Known World,['Edward P. Jones'],Harper Collins,2006-08-29,"One of the most acclaimed novels in recent memory, The Known World is a daring and ambitious work by Pulitzer Prize winner Edward P. Jones. The Known World tells the story of Henry Townsend, a black farmer and former slave who falls under the tutelage of William Robbins, the most powerful man in Manchester County, Virginia. Making certain he never circumvents the law, Townsend runs his affairs with unusual discipline. But when death takes him unexpectedly, his widow, Caldonia, can't uphold the estate's order, and chaos ensues. Jones has woven a footnote of history into an epic that takes an unflinching look at slavery in all its moral complexities.",9780061159176,['Fiction'],4.0,79,http://books.google.com/books/content?id=NE-vsBpIuQ0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
28,The Known World LP,['Edward P. Jones'],Harper Collins,2004-06-15,"When a plantation proprietor and former slave--now possessing slaves of his own--dies, his household falls apart in the wake of a slave rebellion and corrupt underpaid patrollers who enable free black people to be sold into slavery. (Historical Fiction)",9780060749910,['Fiction'],3.5,88,http://books.google.com/books/content?id=KBc3sv6Fo5gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
29,"Traders, Guns & Money",['Satyajit Das'],Pearson Education,2006,"Derivatives. Warren Buffett once called them 'financial weapons of mass destruction.' Unlike some WMDs, however, derivatives are easy to find: nowadays, thousands of companies use them to make money and protect against risk. But most derivatives buyers simply don't understand what they're dealing with and sellers are in no rush to enlighten them. This book will! Traders, Guns and Money is a sensational first-person expose of the derivatives business, straight from one of the industry's most widely-known experts. Satyajit Das has operated for decades on both the ""buy"" and ""sell"" side, and authored some of the field's leading references. Now, he's written the first no-holds-barred insider's guide To The real derivatives business.",9780273704744,['Business & Economics'],3.5,6,http://books.google.com/books/content?id=QLw2sjBuF9oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
30,Uncommon Carriers,['John McPhee'],Macmillan,2006-05-16,"McPhee's books are about real people in real places. Over the past eight years, McPhee has spent considerable time in the company of people who work in freight transportation. This is his sketchbook of them and of his journeys with them. He rides from Atl",9780374280390,['Literary Collections'],3.5,15,http://books.google.com/books/content?id=uOSPZhoDIuMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
31,The Control of Nature,['John McPhee'],"Farrar, Straus and Giroux",1990-09-01,"The Control of Nature is John McPhee's bestselling account of places where people are locked in combat with nature. Taking us deep into these contested territories, McPhee details the strageties and tactics through which people attempt to control nature. Most striking is his depiction of the main contestants: nature in complex and awesome guises, and those attempting to wrest control from her - stubborn, sometimes foolhardy, more often ingenious, and always arresting characters.",9780374522599,['Nature'],4.0,9,http://books.google.com/books/content?id=p1qKQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
32,Coming Into the Country,['John McPhee'],Macmillan,1991-04-01,"An account of a kayak and canoe journey through the Brooks Range wilderness, impressions of urban life and political activity, and portraits of people in the bush make up a study of contemporary Alaska",9780374522872,['Nature'],4.0,9,http://books.google.com/books/content?id=ds3uJRhlOB0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
33,Giving Good Weight,['John McPhee'],"Farrar, Straus and Giroux",1994-04-01,"""You people come into the market--the Greenmarket, in the open air under the down pouring sun--and you slit the tomatoes with your fingernails. With your thumbs, you excavate the cheese. You choose your stringbeans one at a time. You pulp the nectarines and rape the sweet corn. You are something wonderful, you are--people of the city--and we, who are almost without exception strangers here, are as absorbed with you as you seem to be with the numbers on our hanging scales."" So opens the title piece in this collection of John McPhee's classic essays, grouped here with four others, including ""Brigade de Cuisine,"" a profile of an artistic and extraordinary chef; ""The Keel of Lake Dickey,"" in which a journey down the whitewater of a wild river ends in the shadow of a huge projected dam; a report on plans for the construction of nuclear power plants that would float in the ocean; and a pinball shoot-out between two prizewinning journalists.",9780374516000,['Literary Collections'],4.0,1,http://books.google.com/books/content?id=Xx0IHQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
34,Rising from the Plains,['John McPhee'],Noonday Press,1987-11,"Blending history and geology, this narrative examines the influence of early surroundings on a geologist's choice of field and specialty and vividly describes the terrain of the Wyoming plains",9780374520656,['Nature'],4.0,5,http://books.google.com/books/content?id=kplYAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
35,The Heidi Chronicles and Other Plays,['Wendy Wasserstein'],Vintage,1991,"Three plays deal with recent college graduates deciding what to do with their lives, a woman trying to be a successful executive and mother, and an art historian changing with the times from the sixties to the eighties",9780679734994,['Drama'],3.0,6,http://books.google.com/books/content?id=mY_qp9Z31_IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
36,Simply Beautiful Beaded Jewelry,['Heidi Boyd'],North Light Books,2006-03-14,"If gorgeous beaded jewelry always catches your eye, you'll love making (and wearing!) your own necklaces, bracelets and earrings. Simply Beautiful Beaded Jewelry includes 50 projects plus variations in designer Heidi Boyd's simply elegant signature style. Inside you're bound to find plenty of designs to strike your fancy as well as a helpful section that shows you the basic supplies and techniques you'll need to get started. As an added bonus, many of the projects have variations in different colors and styles to help you customize your jewelry to your personal style. &break;&break;Just think how proud you'll feel the first time you can answer, ""I made it myself"" to a compliment on your fabulous new multistrand necklace or your sparkling, swingy crystal earrings. With Simply Beautiful Beaded Jewelry, it truly is easy to get started–in no time at all you'll be showcasing your own original beaded creations and making them as gifts.",9781581807745,['Crafts & Hobbies'],2.0,1,http://books.google.com/books/content?id=PRvExwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
37,Always Enough,"['Rolland Baker', 'Heidi Baker']",Baker Books,2003-09-01,"Discover God's modern miracles on the mission field in Mozambique--and how you, too, can experience his limitless love and power!",9780800793616,['Religion'],5.0,14,http://books.google.com/books/content?id=oPYCNFCUbGwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
38,What to Expect the First Year,"['Heidi Eisenberg Murkoff', 'Arlene Eisenberg', 'Sandee Eisenberg Hathaway']",Workman Publishing,2003-01-01,"Describes each stage of child development, answers questions about child care, and includes information on common childhood ailments.",9780761129585,['Family & Relationships'],4.5,24,http://books.google.com/books/content?id=5IZbGQGhEXAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
39,Chapterhouse: Dune,['Frank Herbert'],Penguin,1987,"Fifteen thousand years after Leto II's death, the remnants of the Bene Gesserit contend with the ruthless leaders of an alien culture to forge a new civilization and preserve the best of the Old Empire",9780441102679,['Fiction'],4.0,5,http://books.google.com/books/content?id=ryot4Ag2GGQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
40,Dune Messiah,['Frank Herbert'],Ace,1969,The sisterhood of the Bene Gesserit plots to seize control of the galaxy-wide empire of their supernatural leader,9780441172696,['Fiction'],3.5,68,http://books.google.com/books/content?id=0TRmtSOxcUAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
41,Dreamer of Dune,['Brian Herbert'],Macmillan,2004-07,"A biography of the science fiction writer, presented by his son, describes Herbert's childhood in Tacoma, Washington, his early years as a reporter and editor, his military service, and his struggles to become published.",9780765306470,['Biography & Autobiography'],3.0,2,http://books.google.com/books/content?id=hlbSrcGnhRIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
42,Heretics of Dune,['Frank Herbert'],Putnam Adult,1984,"Thousands of years after the death of God Emperor Leto II, the Bene Gesserit and the Bene Tleilax struggle to direct the future of Dune, now called Rakis",9780399128981,['Fiction'],3.5,17,http://books.google.com/books/content?id=-n0FAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
43,The Road to Dune,"['Frank Herbert', 'Brian Herbert', 'Kevin J. Anderson']",Macmillan,2006-08-29,"A fan's companion to the science fiction classic includes essays; a correspondence between the author and his famous editor; the article, ""They Stopped the Moving Sands,"" which inspired the novel; the short work, ""Spice Planet""; and unpublished chapters from Dune and Dune Messiah. Reprint.",9780765353702,['Fiction'],3.5,6,http://books.google.com/books/content?id=zN4nV3d5ydMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
44,Heretics of Dune,['Frank Herbert'],Penguin,1987,"Thousands of years after the death of God Emperor Leto II, the Bene Gesserit and the Bene Tleilax struggle to direct the future of Dune, now called Rakis",9780441328000,['Fiction'],3.5,4,http://books.google.com/books/content?id=0ZKAkX0W4A4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
45,The Lord of the Rings,['Gary Russell'],Houghton Mifflin Harcourt,2002,"More than five hundred images, ranging from the earliest pencil sketches and conceptual drawings to paintings and film stills, document the art and artistry of the film ""The Lord of the Rings, the Fellowship of the Ring.""",9780618212903,['Performing Arts'],4.5,7,http://books.google.com/books/content?id=js_tNwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
46,The Power of One,['Bryce Courtenay'],"Random House Digital, Inc.",1989,"“The Power of One has everything: suspense, the exotic, violence; mysticism, psychology and magic; schoolboy adventures, drama.” –The New York Times “Unabashedly uplifting . . . asserts forcefully what all of us would like to believe: that the individual, armed with the spirit of independence–‘the power of one’–can prevail.” –Cleveland Plain Dealer In 1939, as Hitler casts his enormous, cruel shadow across the world, the seeds of apartheid take root in South Africa. There, a boy called Peekay is born. His childhood is marked by humiliation and abandonment, yet he vows to survive and conceives heroic dreams–which are nothing compared to what life actually has in store for him. He embarks on an epic journey through a land of tribal superstition and modern prejudice where he will learn the power of words, the power to transform lives, and the power of one. “Totally engrossing . . . [presents] the metamorphosis of a most remarkable young man and the almost spiritual influence he has on others . . . Peekay has both humor and a refreshingly earthy touch, and his adventures, at times, are hair-raising in their suspense.” –Los Angeles Times Book Review “Marvelous . . . It is the people of the sun-baked plains of Africa who tug at the heartstrings in this book. . . . [Bryce] Courtenay draws them all with a fierce and violent love.” –The Washington Post Book World “Impressive.” –Newsday “A compelling tale.” –The Christian Science Monitor",9780345410054,['Fiction'],3.5,41,http://books.google.com/books/content?id=khEua4UXieMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
47,The Power of One,['Bryce Courtenay'],Delacorte Books for Young Readers,2005,"In 1939, hatred took root in South Africa, where the seeds of apartheid were newly sown. There a boy called Peekay was born. He spoke the wrong language–English. He was nursed by a woman of the wrong color–black. His childhood was marked by humiliation and abandonment. Yet he vowed to survive–he would become welterweight champion of the world, he would dream heroic dreams. But his dreams were nothing compared to what awaited him. For he embarked on an epic journey, where he would learn the power of words, the power to transform lives, and the mystical power that would sustain him even when it appeared that villainy would rule the world: The Power of One.",9780385732543,['Apartheid'],3.0,3,http://books.google.com/books/content?id=HWD7wAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
48,Power of An Hour,['Dave Lakhani'],Wiley,2006-05-19,"Praise for The Power of an Hour ""The master at getting what you want from others now tells us how to get what we want from ourselves! This is really a great book, and I recommend it highly-for you, for your team, and for your children."" -Bob Burg, author, Endless Referrals ""If you want to make predictable, systematic change in your life or your business, buy this book. Each chapter is a stand-alone system that results in powerful change . . . fast."" -David Hancock, The Entrepreneurial Publisher, CEO, Morgan James Publishing ""Dave's methods helped me take my business from $0 to $10 million in sales.If you're a creative business owner who wants total focus and massive success, run, don't walk, and get this book!"" -Stephanie Frank, author, The Accidental Millionaire ""The Power of an Hour is a mighty powerful way to sort out your financesby first sorting out yourself!"" -Mark Joyner, #1 bestselling author, The Irresistible Offer ""The disease of the twenty-first century, no matter who you are or what you do,is Time Deficit Disorder. Dave Lakhani offers a brilliant solution in this book.Get it and take the cure-you'll be surprised how much better you feel!"" -David Garfinkel, author, Customers on Demand",9780471780939,['Business & Economics'],2.5,2,http://books.google.com/books/content?id=idPQNAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
